exon_id,n_mean,slope_mean,pearson_mean,spearman_mean,n_prod,slope_prod,pearson_prod,spearman_prod
ADD3_e14,275,0.6479125436887586,0.7070522917759615,0.7466409239572833,275,0.982311610959933,0.6850884764153452,0.744803697649689
ADGRG3_e3,156,0.34579904227053915,0.5932736178966316,0.5257574560225063,156,0.6097491751450921,0.5898460906110277,0.5256962318411591
ADGRG6_e6,240,1.0803746095796136,0.8790435381346005,0.8988412329659808,240,1.733950044130553,0.8678262478157253,0.8986780355111667
ADGRL3_e7,33,0.8717464017772516,0.7567831455011325,0.6995320855614974,33,1.6901237363369104,0.759822715215139,0.6995320855614974
AGBL2_e17,309,0.7661865945735807,0.8521098958500848,0.8470894673482972,309,1.4463682729550804,0.8550343216888253,0.847268430312827
AGBL3_e11,327,0.7247580842036898,0.8507091609127508,0.8229351679674209,327,1.3221468435351584,0.8535041425933859,0.823032706234238
AGTR1_e2,239,0.20087931446346102,0.6844588173949804,0.729103281273536,239,0.2824382206343173,0.6726937696709681,0.7328731089701638
AKAP3_e2,401,0.14223302084994283,0.7628680526912236,0.7363778241270624,401,0.24637150013116188,0.7761136108991997,0.7527913487747558
AKAP3_e3,305,0.6863297745435478,0.7570323050454444,0.7476418545755897,305,1.1177364773425316,0.748871923057548,0.7481738163912742
AKR1E2_e9,237,0.5026329996785213,0.7696496671412993,0.8236699597777061,237,0.7752113150693747,0.7484442426615369,0.8268082016558407
ALG1_e8,105,0.8968578172370336,0.7893134591255371,0.8307173958117353,105,1.7318067983563445,0.7951718715725102,0.8307173958117353
ALOXE3_e13,247,0.24382206071323495,0.5325918179807735,0.5913384622859823,247,0.4318855582146655,0.525011248632212,0.5909774403161845
ALPK3_e2,105,0.4889033301559237,0.8048390627527978,0.796301047849056,105,0.9505204701247426,0.8060700225555985,0.796301047849056
AMN_e3,123,0.20616602647291263,0.5741969374387405,0.5625726525085225,123,0.3518527253217495,0.5697829224922031,0.5652425565951237
ANK2_e36,87,0.6244118729075478,0.8222919164742137,0.7995735219071224,87,1.1949519321271191,0.8254693611043559,0.7994094918714004
ANKAR_e16,309,0.5983426671593135,0.8810202235574455,0.8705382668146269,309,1.1590969828918443,0.8830439961929692,0.8704478306426676
ANKDD1A_e2,294,0.1887981057157924,0.4594999018009635,0.44720310352713677,294,0.2595809807080369,0.45544333551812743,0.44313049103874524
ANO5_e4,112,0.5061852322842757,0.6615696466130363,0.6242098609355248,112,0.9938206342837289,0.662966354228306,0.6247821778795231
ANXA13_e2,292,0.12028821083039766,0.4820160801499927,0.47939046387319917,292,0.169587431736157,0.49677970162127666,0.4918811519494662
AP4M1_e12,122,0.5182733906047468,0.7126912924858261,0.7471172640330335,122,0.9007038665836296,0.7107102280023733,0.7471172640330335
AP4M1_e9,149,0.7380371112508531,0.8176668442762808,0.7864788436052184,149,1.2250364479410492,0.8101398061638064,0.7875889490108169
APC_e14,307,0.09744943696773906,0.45181714167705417,0.45723774545269297,307,0.12404059104234888,0.472097619078297,0.4822627339534235
APC_e9,285,-0.01896517975966394,-0.12177596863757034,-0.08605271448750569,285,-0.021133640279534936,-0.09866915830513538,-0.06545108262736012
ARHGEF10_e9,266,0.7049765180916343,0.7422731053960075,0.7401209768706115,266,1.1567484789675984,0.7270854982849079,0.7400540296205813
ARMCX5_e2,303,0.38925606683683417,0.8869681694417373,0.8866103236000901,303,0.7653406873431444,0.8881919945641991,0.8866034215438273
ARMH1_e2,313,0.29149493727164055,0.7365937782010595,0.7331757019988602,313,0.5686349075173912,0.7384064781256122,0.7332288001638478
ARPP21_e11,293,0.07764942339594252,0.278414628970114,0.13709607108874844,293,0.12162673942385549,0.29530172272280025,0.16424569025843344
ASCC1_e11,320,0.12970583630004115,0.592480039072443,0.5828263085968645,320,0.25385526186821156,0.5927143945385187,0.5828413234139255
ASL_e9,147,0.4967694442024078,0.6871919434591843,0.6558442601045058,147,0.8727946499888313,0.6868304846329126,0.6555344728093737
ASZ1_e5,322,0.0003276725686629841,0.0012879138864734874,0.01096707657533638,322,0.012392365197350352,0.032529026098031266,0.024350449648783537
ATF2_e5,278,0.10193985164490413,0.518128181089678,0.5156291076459241,278,0.12251274834007246,0.48459468203527056,0.5065326914780076
ATM_e23,302,0.5205927579595967,0.7856668570452348,0.7472153339660138,302,0.8334318356329653,0.7819482420567248,0.7468885751293921
ATM_e27,334,0.08864484948572743,0.43566167273553563,0.41611533810070905,334,0.120154307921011,0.4341351524213435,0.4148240904091189
ATM_e41,255,0.7410539060540787,0.8214293289409922,0.8692513757035096,255,1.079028004175944,0.7937470711941461,0.8683358729857618
ATM_e44,303,0.7727263437394458,0.8568970608824075,0.8466446218032107,303,1.4654018442634236,0.858702052623046,0.847082039288651
ATM_e56,337,0.5017871057604767,0.7047993654355988,0.7148241888456933,337,0.7647908400565835,0.6918158426143467,0.7158959310572343
ATM_e57,432,0.10067814887173505,0.49622854600556043,0.4930885809986214,432,0.16544548734486483,0.4994426364989226,0.49293895430792206
ATM_e60,306,0.022378440954213163,0.16449054326501852,0.0951537703396085,306,0.031209909455812083,0.18343817682868363,0.12202691598343636
ATM_e62,396,0.03283919192191079,0.14597880760632678,0.15823442930729315,396,0.045832895733079644,0.14809824472226707,0.15940450429644637
ATP13A3_e33,258,0.1718418901457395,0.5989469297469834,0.5636646825335812,258,0.3412601668959764,0.5993194263255209,0.563779127009337
ATP6AP1_e8,132,0.46182483984574585,0.7670323220719464,0.7741816820973834,132,0.6530441759913176,0.746971895452575,0.7784394269799692
AUTS2_e13,74,0.581463343189107,0.7731038704125922,0.8326249537208439,74,0.9050643777793012,0.7530892796342711,0.8339281747500924
BAHCC1_e11,259,0.2162167776044344,0.8203552125447213,0.8122003013524448,259,0.42782448632960046,0.8202891111973971,0.8121375879719285
BANP_e5,273,0.23015240793158281,0.6711224236342115,0.7011722747267746,273,0.3104155772923954,0.6507825103750807,0.6968681629980283
BAP1_e2,78,0.18267964087272953,0.647230607485098,0.5960468414426552,78,0.235091849368568,0.6471672776415532,0.5952880777211318
BAP1_e3,153,0.4490053744640585,0.6974325263950838,0.8012243277619477,153,0.638936974863454,0.6630021209504308,0.7980278070774317
BARD1_e8,383,0.38171988250634886,0.6920417455275742,0.7791568588978541,383,0.5360310811523482,0.6651372852443957,0.7789052857536264
BBS1_e3,93,0.5678048720993759,0.806847974452527,0.8551253884059833,93,0.9579784508007835,0.7947841681943383,0.855076356118481
BBS1_e5,129,0.18344860443360453,0.6732149091202917,0.6191185637395985,129,0.25724898930581597,0.6702591226143881,0.6211870068449075
BBS5_e4,62,1.2192555299928025,0.8857565261701821,0.9175543300344992,62,2.0052838537584057,0.8696620280167061,0.9179572410667072
BBX_e14,258,0.13754097342912608,0.7082161824617743,0.6661383980385114,258,0.18087631539149143,0.7075367224100187,0.6665659278523428
BEAN1_e2,305,0.03201750176725645,0.14690376231664787,0.15127731206712933,305,0.04364139128485429,0.14670371955917763,0.1523148592207606
BIN1_e13,301,0.10859900840443794,0.4799579120851089,0.46420341211565763,301,0.21047938339280023,0.48174966094844285,0.4643150630229024
BIN1_e7,259,0.1578983521992654,0.49931666904029154,0.646820248105884,259,0.3128784845334382,0.5007297878904896,0.646717791035059
BIRC6_e14,258,0.2885500318147417,0.7251405009091643,0.7176689075554995,258,0.4359660120324152,0.7116999089098599,0.7199071061592192
BLM_e10,320,0.15822733847861944,0.6109343778390417,0.6356088892898023,320,0.2094852652056162,0.6210507327270844,0.6369897666393737
BLM_e17,431,0.04220708756504911,0.3188988706513418,0.2819349304986393,431,0.0651913303324936,0.34122690421521856,0.32472601236728776
BNIP1_e3,219,0.42388208761296586,0.7628511526306176,0.7428338520782041,219,0.7906158034903737,0.7670801859269644,0.7437615660772312
BOLA3_e3,254,0.13368629253829273,0.5515824470150836,0.5518301066447353,254,0.19490595009794415,0.5685136792267437,0.5593713213456873
BORA_e3,308,0.39892196013368236,0.7380152112414937,0.7970877381164991,308,0.6130190988557914,0.7138511660292679,0.7950642099007487
BRAF_e14,129,0.8936270190538964,0.7900963810536895,0.8023144007155636,129,1.5306011968782756,0.7829358301548288,0.8032591681574242
BRAF_e9,99,0.0971537004014014,0.6074099054262156,0.6024051682887889,99,0.12929852695928595,0.6209009339582474,0.6111748467306912
BRCA1_e10,273,0.21649507544277385,0.6624949963014866,0.6678681810281056,273,0.3218656222162962,0.6236669963108189,0.6640729366594117
BRCA1_e16,251,0.1758601496727016,0.6416538168531727,0.621939935862211,251,0.2529143212151301,0.6292749444006231,0.6299819045699457
BRCA1_e17,222,0.7762778221640708,0.7562079230793437,0.7938661951118764,222,1.2612588260264581,0.7359357694915163,0.7943762121480911
BRCA1_e18,111,0.13402258596435654,0.5083198336801518,0.5312056443006222,111,0.16991753746456803,0.5265737107353643,0.5458338727477873
BRCA1_e20,80,0.06355498344642665,0.39765234677390265,0.4208681794285368,80,0.09128834116791894,0.4006621099251181,0.41371833150330195
BRCA1_e3,91,0.11528798715801811,0.3931802052894956,0.3452878199467813,91,0.13715014318557905,0.4146586714042138,0.37411555832191334
BRCA1_e7,299,0.20441559047968919,0.5289383230393353,0.49166566500478703,299,0.32066498310326824,0.525768610918729,0.48915982468652214
BRCA2_e21,309,0.05710632763434363,0.35100098537119623,0.3776046759333537,309,0.07189764156652038,0.36456718812762035,0.3866132779689155
BRCA2_e5,70,1.1093415775648643,0.8370674368529456,0.8159741055025808,70,1.923124382865479,0.8384063939171309,0.8172338378094656
BRCA2_e6,23,0.7953438095694075,0.8626197977287211,0.8596837944664032,23,1.1134724306520334,0.8554428268237526,0.8596837944664032
BRCA2_e7,307,0.37513935303944723,0.777769911007411,0.8650112057210302,307,0.5387655711596914,0.7444637727809785,0.8633408680840534
BRCA2_e8,120,0.19787967886636826,0.8135174200911794,0.7676069666585819,120,0.2529692626081019,0.8137319473260538,0.7714336810844082
BRCA2_e9,302,0.03816657188395334,0.269407010344644,0.2953649092471444,302,0.05613979431858347,0.286113103433102,0.3129686151159486
BRIP1_e10,385,0.09702205896408658,0.6137760504936409,0.6277773925545991,385,0.14605915611710332,0.6346707177389728,0.6489481507306312
BRIP1_e6,302,0.1333835067728797,0.47379896541110017,0.45950561210947083,302,0.19271068994932683,0.46513722262711893,0.4758830935399894
BRSK2_e9,81,1.278591133712465,0.8264091815785894,0.7946521830082784,81,2.1132307859280552,0.821142220964017,0.7940198397813983
C10orf67_e13,252,0.8585448523785166,0.7665021236467681,0.7256998367536907,252,1.3443550742637331,0.7624870837453308,0.7260185323364202
C12orf29_e2,319,0.5590311032715125,0.7722351709842351,0.8170072511663664,319,0.9295223267586481,0.756006153054009,0.8171991097987159
C1orf105_e3,261,0.04487297544224704,0.2802295000802139,0.23993191060917624,261,0.06355589290275691,0.31961190539400863,0.2849927096978875
C20orf96_e3,250,0.2905740578396722,0.6738639446378407,0.6045263606981945,250,0.4512493187640338,0.6751448309645978,0.6090380191559542
C2orf80_e8,291,0.30598869110424465,0.8231060456011671,0.7791134325287069,291,0.6080859461581604,0.8232081116664204,0.7791319376350815
CA5A_e3,240,0.5230524630025424,0.6113855030846737,0.5960221037166215,240,0.9852102681118351,0.6112507456410035,0.5959137240477114
CABP4_e2,81,0.32395981411393643,0.7477720015887974,0.6327235772357723,81,0.6243839960295763,0.7479671139315522,0.6316847335140018
CACNA1C_e8,299,0.11569838217213499,0.5939264693130611,0.535879173563251,299,0.1754276898322265,0.5956155435700464,0.5422712149592377
CACNA1D_e43,69,0.7811867415115921,0.7368695114540413,0.6748629886737304,69,1.4489532083667684,0.7410894959771569,0.67504567044209
CACNA1E_e29,400,0.09310828912835055,0.5520849986625802,0.6446261203514554,400,0.12011259267049286,0.5128781542359545,0.6502103362697519
CACNA1E_e3,408,0.08144416427988388,0.48845388782889465,0.4991139339397382,408,0.11898697102722666,0.48168590796638266,0.49913089594630144
CACNA1F_e32,51,0.20742272070210677,0.601114245917067,0.6481447963800905,51,0.41263143446236,0.6011936267336485,0.6481447963800905
CADPS_e29,302,0.05843633032718074,0.3549771441580848,0.3897483410421023,302,0.08124815706098291,0.33269534863894695,0.39455984597189886
CAPN9_e3,220,0.0012673427558426503,0.01139703471745776,0.03004391490637938,220,0.0018726603517276847,0.012896449946649985,0.03463770641565079
CAPRIN2_e6,237,0.688493804126079,0.8106239406668185,0.8126129776612904,237,1.2735155046782891,0.8164606882262554,0.8127301668075021
CATSPERG_e9,388,0.18515405765644416,0.47896409874612217,0.42976963311614663,388,0.30644258354225296,0.4739655806515336,0.4298825677253177
CC2D2B_e29,258,0.6413898314521354,0.7450106278268448,0.7422655415445217,258,1.1235670458602562,0.7373046845415818,0.7419336298994016
CC2D2B_e30,305,0.5534463750540094,0.7930325950257544,0.772352968854771,305,1.064389638366971,0.7948069058027881,0.7723511472563773
CCDC112_e8,276,1.1609667056969653,0.8668149443050133,0.8949299645824788,276,2.1057830215731266,0.8714727920331807,0.8948670223697025
CCDC13_e13,264,0.5433618761892852,0.6636804373773413,0.679477900377286,264,0.9184614076236258,0.6576378442540506,0.6792270277771298
CCDC150_e6,294,0.7637886497917105,0.8622323237794235,0.8593558824682425,294,1.4672090499993062,0.8658059008623594,0.8593506548395373
CCDC178_e21,436,0.2793735476585174,0.7502189023281269,0.8009912026469292,436,0.3947565075941418,0.7273708917365431,0.8022316546151288
CCDC30_e8,401,0.7556620927735181,0.8144875108315929,0.8458346740433861,401,1.4357458318477345,0.8195392690280853,0.8458934822795913
CCDC39_e12,399,0.302007954152526,0.7385180570481612,0.6606278325244412,399,0.45532706227758274,0.73590699958269,0.6624801143075777
CCDC7_e12,257,0.1449644727366861,0.5472375728854602,0.48428725869227474,257,0.16446948770710168,0.5279413872416453,0.4634224799550644
CCDC7_e24,287,0.5997961781624672,0.7654732739202624,0.8400158987649837,287,0.9563882295727235,0.7451684421193973,0.8386117715874025
CCDC7_e25,278,0.5826882848310051,0.8545531951088402,0.8455086271805504,278,0.9334621267506148,0.8430742992903748,0.845532203848425
CCDC7_e31,240,1.189553054010507,0.8534747152193618,0.8742716341741279,240,2.2001226885349157,0.8611414139159146,0.8742751064581398
CCDC85A_e5,320,0.19146180216476733,0.4514016761944618,0.4647052624806328,320,0.31274791034108446,0.43817225729016007,0.46317599153632033
CCDC88A_e26,240,0.3362289014538461,0.7743480657301196,0.7720704291894199,240,0.6530655578887489,0.7752627915305639,0.7721572362708813
CD19_e6,135,0.42829409701849475,0.7875901197836856,0.7408213111181382,135,0.8518063356200045,0.7879091036625431,0.7407920456449337
CD226_e3,243,0.7137849603965379,0.8545412038397086,0.843599561185629,243,1.2747595961350155,0.852942945431632,0.8435945432916099
CD36_e13,7,0.6423203099510287,0.9205701331546545,0.7500000000000002,7,1.1743908259628357,0.9230447453336114,0.7500000000000002
CD46_e7,121,0.6710700434062256,0.8792208147400916,0.8866210540577154,121,1.3208576122098676,0.8806776569448869,0.8867294404552227
CD47_e10,87,0.564284376833111,0.8364060500792717,0.8186739082889846,87,1.057507270623112,0.8364935030636198,0.8174527958008311
CDH1_e14,375,0.05305533451487415,0.31655302112169575,0.3347028048623384,375,0.07670476493803245,0.29495508086704775,0.34336043404202854
CDH23_e12,6,0.8662321985938214,0.4004949626486129,0.08571428571428573,6,1.72828665552668,0.40304501945834764,0.08571428571428573
CDH23_e65,111,0.37027640142093615,0.5763362108619839,0.5591358220556084,111,0.5183522719470168,0.5575510816189875,0.5583021815914494
CDHR1_e6,244,0.3066383229847931,0.6400158968115224,0.655495935919801,244,0.5333525223293888,0.6425196606866093,0.6555306310507939
CDKL3_e7,255,0.29416791607803583,0.6725864365261669,0.6585291628419937,255,0.37014717565925215,0.6437730232243352,0.6588526655293533
CEP290_e5,15,0.950800949289033,0.9344422212731452,0.8928571428571428,15,1.5376423987762944,0.9318458878358132,0.8928571428571428
CEP95_e5,304,0.6954970237966168,0.8403446761263023,0.8402136274074641,304,1.262799626170223,0.8404685693032399,0.8419589019037758
CFTR_e9,267,0.01798384509425064,0.1304525312979727,0.1105475142094746,267,0.02061342235972361,0.11486431049182787,0.09168397153824649
CHRND_e3,119,0.7558533556366198,0.8274042816441726,0.8047927645634527,119,1.4478598537632843,0.8293196452435905,0.8050348953140579
CLASP1_e21,69,0.27452127174644453,0.5513116588277356,0.56141761052247,69,0.5021234015839534,0.5493686195118268,0.56141761052247
CLCN1_e16,389,0.06405026087815653,0.44987644374882946,0.4266204068095491,389,0.08561227376522934,0.4439313073944663,0.42165939724186735
CLCN1_e20,104,0.31313523048520875,0.6654160559400928,0.6321882001493653,104,0.5477131201611375,0.6686658894385689,0.6306732102848609
CLHC1_e7,321,0.9164084057585857,0.8695818240271799,0.852512898543367,321,1.5659285529456095,0.8660999197480469,0.8526449587294341
CNGA1_e10,309,0.33292089867212266,0.7398356115454238,0.7140726568408214,309,0.45067266682988866,0.7252135543932663,0.7104262745760926
CNGA1_e9,302,0.7630628055278015,0.773398374525605,0.7875623999576461,302,1.364280238627698,0.7655675501277043,0.7874592300811725
CNKSR2_e12,258,0.1804707095176284,0.6877340719996665,0.712707407336297,258,0.22699915904952073,0.6827493377107358,0.717300452399209
CNTNAP2_e4,428,0.04089330064209798,0.19936384729702541,0.23205393767471838,428,0.047861382058226515,0.21186808360523415,0.24763945914481317
COL11A1_e44,141,0.17125065994427732,0.717804723853216,0.7358022683016702,141,0.23543233510803604,0.723229047721474,0.7422652607853488
COL11A1_e61,95,0.9942053818654145,0.8004219279642077,0.8096584546472564,95,1.6839714344559107,0.7919561902129459,0.8106802911534156
COL11A2_e26,123,0.5124966383143618,0.7667495058554208,0.7791979982200669,123,0.8825516759150932,0.7572834956576815,0.7793721221188944
COL11A2_e62,150,0.5580966141147883,0.8018170774288436,0.7774012665486602,150,0.9613111326456529,0.7970044712094763,0.7775292724653782
COL12A1_e22,407,0.08646527016543508,0.3202066957699751,0.2181682179449515,407,0.13193823547644043,0.3017679334751827,0.2165247347817009
COL12A1_e52,435,0.10862534077767286,0.4406130234984695,0.539937827111715,435,0.152205633804518,0.4601488179759826,0.5510027962622547
COL18A1_e18,54,0.06836617201996578,0.225675170602861,0.1659996188298075,54,0.10004472822140605,0.23284735872844123,0.16920144844673146
COL18A1_e19,96,0.4740410278801467,0.655290531036567,0.6712176859021433,96,0.8045781554667414,0.6454121526500247,0.6716110675942972
COL18A1_e24,69,0.47620856024532854,0.7186575525863478,0.7607599561563757,69,0.9069433200130302,0.7245916120215236,0.7607599561563757
COL18A1_e27,42,0.11713394522246177,0.6743892913891112,0.7085899537043032,42,0.15402446885660065,0.669647973658569,0.7158833086715249
COL1A1_e11,150,0.2264812982113983,0.4647581735972349,0.4884745681369469,150,0.29054573940233797,0.45761921819750095,0.490593779086448
COL1A1_e15,123,0.4846850571717241,0.7580819468089354,0.7408693633352476,123,0.8570029981352655,0.7556632936362702,0.7417593313641146
COL1A1_e8,149,0.18504638666699955,0.5259713996256044,0.44509180615279953,149,0.2936434180015882,0.527212434088791,0.4459080623484192
COL1A2_e16,149,0.0527666108886694,0.3228474402720809,0.33586742215529264,149,0.06991926886106078,0.320258512620851,0.33100452144216486
COL1A2_e33,145,0.04807278481828163,0.32152677981315236,0.29474823728209953,145,0.06494125700459831,0.33317686308130173,0.3126395607829161
COL1A2_e38,150,0.08728665567131454,0.3524534743645237,0.3112627052212991,150,0.10300456350291232,0.3590282181283859,0.3199103236602333
COL27A1_e26,150,0.12309898022934809,0.6446736622581549,0.6536206375709384,150,0.19511373372034346,0.6422267500305049,0.654207335528186
COL27A1_e29,150,0.30411531832537475,0.7755853526711277,0.7344156964025144,150,0.5880521065078718,0.7767731065182147,0.7344156964025144
COL2A1_e17,123,0.012675792029252526,0.22342189705094664,0.30788082445533044,123,0.01670725780505876,0.22866649216444224,0.3123114603379592
COL2A1_e31,150,0.03545347757848341,0.42860604449899403,0.4299456401980467,150,0.04471065953697608,0.42912203052565434,0.41985056549477284
COL2A1_e45,149,0.03138521487866101,0.142659220910211,0.1196696853414569,149,0.040691373597825334,0.14381742416058096,0.12203129734174603
COL3A1_e13,150,0.09980141940066398,0.6227073685607203,0.6408059568402306,150,0.12410554628372887,0.6188819627184532,0.637630631217385
COL3A1_e47,311,-0.009953472790579608,-0.09949118711330486,-0.10217917241388454,311,-0.011180553766324161,-0.07937285980845413,-0.08132419574789437
COL3A1_e6,149,0.07807224169931257,0.5961342128964495,0.6585511191407853,149,0.09629688510523368,0.5955261002450469,0.6591061834222695
COL3A1_e8,29,0.14798452232646409,0.7517361939575301,0.76161148481352,29,0.1667580667115988,0.7515699490682805,0.76308986362584
COL4A1_e17,148,0.014084450721625456,0.12837557662903065,0.12756651311429765,148,0.020157452689634633,0.13062897679934599,0.13407484133476302
COL4A1_e41,141,0.24407530442835149,0.6462863499760072,0.5897024260614253,141,0.39227256641129515,0.6393022671979498,0.5842355590428083
COL4A3_e18,106,0.6027538952839324,0.7717418366936222,0.8459631710204801,106,0.9757736741856251,0.7544111021045204,0.8453485150011336
COL4A3_e4,119,0.7296292398846537,0.8242048521794821,0.8246830935764138,119,1.3370746165128973,0.8223714861403779,0.8249821962683379
COL4A3_e8,69,0.4940877820668257,0.7447220584633273,0.7812568505663136,69,0.8470651619355153,0.7442189360845409,0.7812568505663136
COL4A4_e12,66,0.3870729207669141,0.5296067593838842,0.7016470790826148,66,0.5625992829790042,0.48418795918272395,0.7052376684016536
COL4A4_e17,102,0.7045066425536897,0.8374770932604771,0.8356799547772841,102,1.0990231956353933,0.8262342862508112,0.8348091603186893
COL4A5_e12,76,0.9896325151273132,0.7975563996151338,0.8145454545454546,76,1.869595107859097,0.802363234828082,0.8145454545454546
COL4A5_e17,141,0.07589451607767797,0.47919830961758797,0.4872058328350177,141,0.09244311736906671,0.4761643884800279,0.47415265687028946
COL5A1_e23,150,0.08609806829347813,0.5096431748923465,0.45206557133103226,150,0.12866407675798808,0.5089857684839929,0.4520300139739033
COL5A2_e29,143,0.27819870882195,0.6379256201277327,0.6123262640344121,143,0.43472791223094,0.6340062043128455,0.6123262640344121
COL6A1_e10,123,0.08931519995008334,0.6553792408567669,0.7343869230729196,123,0.1052239799070257,0.6525000357467589,0.7418816544085899
COL6A1_e14,150,0.4421659086948343,0.5476919323269618,0.5801797060851092,150,0.7189006904356586,0.5330624589032548,0.5801802218258467
COL6A1_e9,149,0.19226114127134045,0.5018084807234636,0.5052494676461138,149,0.23869536625127805,0.49853480899604613,0.5121967589284909
COL6A2_e11,150,0.1423242129869749,0.622426372354628,0.6480381176140978,150,0.2078665318258679,0.6173067356127139,0.6478069941763942
COL6A2_e6,150,0.017685293007064222,0.23696641043768682,0.3297138826977538,150,0.021600334379831873,0.23680184721618786,0.32309254360960926
COL6A2_e7,123,0.03501455863707018,0.35714035512365117,0.3316285079264567,123,0.044930039640694815,0.36103936272030807,0.34537246153098583
COL6A2_e8,51,0.5308083261153043,0.7307866410810407,0.7766515837104072,51,0.8985980808143816,0.7273734660700214,0.7747511312217193
COL6A3_e18,69,0.3890325943013537,0.6882451672288238,0.6619656558275485,69,0.7596816274804976,0.6888573347442613,0.6619656558275485
COL7A1_e65,123,0.19656069116063768,0.7543707539586325,0.7352907509008828,123,0.2517371719077423,0.7475898510052309,0.737973587678601
COL7A1_e70,96,0.7191966929021096,0.8294042696198969,0.841710809235375,96,1.2853348234084163,0.8243432926058625,0.8419685429422019
COL7A1_e75,96,0.8387423573416889,0.7740587930213976,0.8185024416711882,96,1.3531523759570971,0.7558497983594067,0.8185024416711882
COL9A2_e3,96,0.07600616780522672,0.4611860991418481,0.42277679997801426,96,0.10535163586118682,0.46251781325983077,0.4228717541795687
COL9A3_e3,96,0.2042137542721958,0.6593892223621418,0.6704422137818775,96,0.3266155898497965,0.6521644829599842,0.668787303309821
COLQ_e13,406,0.06914864025129414,0.46876008156138504,0.4492968757741347,406,0.11020651446211045,0.458777271949889,0.44840892647617586
COMP_e12,147,0.16260697558173287,0.5959266602759197,0.5752499327184567,147,0.22161162492441183,0.5912840547488812,0.5726507270250816
COQ4_e4,289,0.06680238664230165,0.30179569746536766,0.398481831457562,289,0.09959090339941888,0.3121957947317766,0.39571664117591243
CPEB2_e3,258,0.742477232251192,0.8274694983412348,0.8359827475678144,258,1.1862820278716175,0.8188452420716222,0.8356794848734929
CPNE4_e3,310,0.8898146669679644,0.8094879870326722,0.8209035365165468,310,1.332839597461618,0.8014414277655286,0.8209670258097325
CPNE7_e3,402,0.054481826811736744,0.3369315333666776,0.297638874413014,402,0.10806769676050815,0.3375635528551851,0.29826820373627394
CREBBP_e11,119,0.4074815908492969,0.7497225667515613,0.7430333502064946,119,0.5941214756507464,0.7451435604438179,0.7433609412020236
CRYZ_e7,294,0.6567926782700579,0.8280666768353262,0.8329445386788235,294,1.1123161148712155,0.8197824363225404,0.8328165669969263
CSGALNACT2_e6,272,0.2533527737834722,0.5922106944991528,0.5432354301863722,272,0.3168985331593192,0.5968542873640467,0.5400164675265473
CSNK2A1_e4,290,0.15749198914666626,0.5973004187524231,0.6270187355861632,290,0.19363610907064155,0.5893284913258082,0.6351048715833405
CYP21A2_e4,292,0.02597252761598006,0.16578812609605031,0.1744758846659398,292,0.041644144696606704,0.16771553071292572,0.17355527951022529
CYP4F11_e5,235,0.2787482230893212,0.5582434383764752,0.5632696992379952,235,0.5325694385485904,0.5594362118375811,0.5632696992379952
DAG1_e2,243,0.6604040672347171,0.7889152819078035,0.7706824830520806,243,1.2643346780675426,0.7911500758164293,0.7718667048026213
